717,evsb,jp,ev/Western Adoulin
718,evsb,jp,ev/Eastern Adoulin
719,evsb,jp,ev/Rala Waterways
720,evsb,jp,ev/Rala Waterways [U]
721,evsb,jp,ev/Yahse Hunting Grounds
722,evsb,jp,ev/Ceizak Battlegrounds
723,evsb,jp,ev/Foret de Hennetiel
724,evsb,jp,ev/Yorcia Weald
725,evsb,jp,ev/Yorcia Weald [U]
726,evsb,jp,ev/Morimar Basalt Fields
727,evsb,jp,ev/Marjami Ravine
728,evsb,jp,ev/Kamihr Drifts
729,evsb,jp,ev/Sih Gates
730,evsb,jp,ev/Moh Gates
731,evsb,jp,ev/Cirdas Caverns
732,evsb,jp,ev/Cirdas Caverns [U]
733,evsb,jp,ev/Dho Gates
734,evsb,jp,ev/Woh Gates
735,evsb,jp,ev/Outer Ra'Kaznar
736,evsb,jp,ev/Outer Ra'Kaznar [U1]
737,evsb,jp,ev/Ra'Kaznar Inner Court
738,evsb,jp,ev/Ra'Kaznar Turris
740,evsb,jp,ev/Walk of Echoes [P2]
741,evsb,en,ev/Western Adoulin
742,evsb,en,ev/Eastern Adoulin
743,evsb,en,ev/Rala Waterways
744,evsb,en,ev/Rala Waterways [U]
745,evsb,en,ev/Yahse Hunting Grounds
746,evsb,en,ev/Ceizak Battlegrounds
747,evsb,en,ev/Foret de Hennetiel
748,evsb,en,ev/Yorcia Weald
749,evsb,en,ev/Yorcia Weald [U]
750,evsb,en,ev/Morimar Basalt Fields
751,evsb,en,ev/Marjami Ravine
752,evsb,en,ev/Kamihr Drifts
753,evsb,en,ev/Sih Gates
754,evsb,en,ev/Moh Gates
755,evsb,en,ev/Cirdas Caverns
756,evsb,en,ev/Cirdas Caverns [U]
757,evsb,en,ev/Dho Gates
758,evsb,en,ev/Woh Gates
759,evsb,en,ev/Outer Ra'Kaznar
760,evsb,en,ev/Outer Ra'Kaznar [U1]
761,evsb,en,ev/Ra'Kaznar Inner Court
762,evsb,en,ev/Ra'Kaznar Turris
764,evsb,en,ev/Walk of Echoes [P2]
1093,evsb,jp,ev/Outer Ra'Kaznar [U2]
1094,evsb,en,ev/Outer Ra'Kaznar [U2]
