85,evsb,jp,ev/Open sea route to Al Zahbi
86,evsb,jp,ev/Open sea route to Mhaura
87,evsb,jp,ev/Al Zahbi
89,evsb,jp,ev/Aht Urhgan Whitegate
90,evsb,jp,ev/Wajaom Woodlands
91,evsb,jp,ev/Bhaflau Thickets
92,evsb,jp,ev/Nashmau
93,evsb,jp,ev/Arrapago Reef
94,evsb,jp,ev/Ilrusi Atoll
95,evsb,jp,ev/Periqia
96,evsb,jp,ev/Talacca Cove
97,evsb,jp,ev/Silver Sea route to Nashmau
98,evsb,jp,ev/Silver Sea route to Al Zahbi
99,evsb,jp,ev/The Ashu Talif
100,evsb,jp,ev/Mount Zhayolm
101,evsb,jp,ev/Halvung
102,evsb,jp,ev/Lebros Cavern
103,evsb,jp,ev/Navukgo Execution Chamber
104,evsb,jp,ev/Mamook
105,evsb,jp,ev/Mamool Ja Training Grounds
106,evsb,jp,ev/Jade Sepulcher
107,evsb,jp,ev/Aydeewa Subterrane
108,evsb,jp,ev/Leujaoam Sanctum
109,evsb,jp,ev/Chocobo Circuit
110,evsb,jp,ev/The Colosseum
111,evsb,jp,ev/Alzadaal Undersea Ruins
112,evsb,jp,ev/Zhayolm Remnants
113,evsb,jp,ev/Arrapago Remnants
114,evsb,jp,ev/Bhaflau Remnants
115,evsb,jp,ev/Silver Sea Remnants
116,evsb,jp,ev/Nyzul Isle
117,evsb,jp,ev/Hazhalm Testing Grounds
118,evsb,jp,ev/Caedarva Mire
119,evsb,en,ev/Open sea route to Al Zahbi
120,evsb,en,ev/Open sea route to Mhaura
121,evsb,en,ev/Al Zahbi
123,evsb,en,ev/Aht Urhgan Whitegate
124,evsb,en,ev/Wajaom Woodlands
125,evsb,en,ev/Bhaflau Thickets
126,evsb,en,ev/Nashmau
127,evsb,en,ev/Arrapago Reef
128,evsb,en,ev/Ilrusi Atoll
129,evsb,en,ev/Periqia
130,evsb,en,ev/Talacca Cove
131,evsb,en,ev/Silver Sea route to Nashmau
132,evsb,en,ev/Silver Sea route to Al Zahbi
133,evsb,en,ev/The Ashu Talif
134,evsb,en,ev/Mount Zhayolm
135,evsb,en,ev/Halvung
136,evsb,en,ev/Lebros Cavern
137,evsb,en,ev/Navukgo Execution Chamber
138,evsb,en,ev/Mamook
139,evsb,en,ev/Mamool Ja Training Grounds
140,evsb,en,ev/Jade Sepulcher
141,evsb,en,ev/Aydeewa Subterrane
142,evsb,en,ev/Leujaoam Sanctum
143,evsb,en,ev/Chocobo Circuit
144,evsb,en,ev/The Colosseum
145,evsb,en,ev/Alzadaal Undersea Ruins
146,evsb,en,ev/Zhayolm Remnants
147,evsb,en,ev/Arrapago Remnants
148,evsb,en,ev/Bhaflau Remnants
149,evsb,en,ev/Silver Sea Remnants
150,evsb,en,ev/Nyzul Isle
151,evsb,en,ev/Hazhalm Testing Grounds
152,evsb,en,ev/Caedarva Mire
