166,evsb,jp,ev/unknown
167,evsb,jp,ev/Phanauet Channel
168,evsb,jp,ev/Carpenters' Landing
169,evsb,jp,ev/Manaclipper
170,evsb,jp,ev/Bibiki Bay
171,evsb,jp,ev/Uleguerand Range
172,evsb,jp,ev/Bearclaw Pinnacle
173,evsb,jp,ev/Attohwa Chasm
174,evsb,jp,ev/Boneyard Gully
175,evsb,jp,ev/Pso'Xja
176,evsb,jp,ev/The Shrouded Maw
177,evsb,jp,ev/Oldton Movalpolos
178,evsb,jp,ev/Newton Movalpolos
179,evsb,jp,ev/Mine Shaft 2716
180,evsb,jp,ev/Hall of Transference
182,evsb,jp,ev/Promyvion - Holla
183,evsb,jp,ev/Spire of Holla
184,evsb,jp,ev/Promyvion - Dem
185,evsb,jp,ev/Spire of Dem
186,evsb,jp,ev/Promyvion - Mea
187,evsb,jp,ev/Spire of Mea
188,evsb,jp,ev/Promyvion - Vahzl
189,evsb,jp,ev/Spire of Vahzl
190,evsb,jp,ev/Lufaise Meadows
191,evsb,jp,ev/Misareaux Coast
192,evsb,jp,ev/Tavnazian Safehold
193,evsb,jp,ev/Phomiuna Aqueducts
194,evsb,jp,ev/Sacrarium
195,evsb,jp,ev/Riverne - Site B01
196,evsb,jp,ev/Riverne - Site A01
197,evsb,jp,ev/Monarch Linn
198,evsb,jp,ev/Sealion's Den
199,evsb,jp,ev/Al'Taieu
200,evsb,jp,ev/Grand Palace of Hu'Xzoi
201,evsb,jp,ev/The Garden of Ru'Hmet
202,evsb,jp,ev/Empyreal Paradox
203,evsb,jp,ev/Temenos
204,evsb,jp,ev/Apollyon
205,evsb,jp,ev/Dynamis - Valkurm
206,evsb,jp,ev/Dynamis - Buburimu
207,evsb,jp,ev/Dynamis - Qufim
208,evsb,jp,ev/Dynamis - Tavnazia
209,evsb,jp,ev/Diorama Abdhaljs-Ghelsba
210,evsb,jp,ev/Abdhaljs Isle-Purgonorgo
266,evsb,en,ev/unknown
267,evsb,en,ev/Phanauet Channel
268,evsb,en,ev/Carpenters' Landing
269,evsb,en,ev/Manaclipper
270,evsb,en,ev/Bibiki Bay
271,evsb,en,ev/Uleguerand Range
272,evsb,en,ev/Bearclaw Pinnacle
273,evsb,en,ev/Attohwa Chasm
274,evsb,en,ev/Boneyard Gully
275,evsb,en,ev/Pso'Xja
276,evsb,en,ev/The Shrouded Maw
277,evsb,en,ev/Oldton Movalpolos
278,evsb,en,ev/Newton Movalpolos
279,evsb,en,ev/Mine Shaft #2716
280,evsb,en,ev/Hall of Transference
282,evsb,en,ev/Promyvion - Holla
283,evsb,en,ev/Spire of Holla
284,evsb,en,ev/Promyvion - Dem
285,evsb,en,ev/Spire of Dem
286,evsb,en,ev/Promyvion - Mea
287,evsb,en,ev/Spire of Mea
288,evsb,en,ev/Promyvion - Vahzl
289,evsb,en,ev/Spire of Vahzl
290,evsb,en,ev/Lufaise Meadows
291,evsb,en,ev/Misareaux Coast
292,evsb,en,ev/Tavnazian Safehold
293,evsb,en,ev/Phomiuna Aqueducts
294,evsb,en,ev/Sacrarium
295,evsb,en,ev/Riverne - Site #B01
296,evsb,en,ev/Riverne - Site #A01
297,evsb,en,ev/Monarch Linn
298,evsb,en,ev/Sealion's Den
299,evsb,en,ev/Al'Taieu
300,evsb,en,ev/Grand Palace of Hu'Xzoi
301,evsb,en,ev/The Garden of Ru'Hmet
302,evsb,en,ev/Empyreal Paradox
303,evsb,en,ev/Temenos
304,evsb,en,ev/Apollyon
305,evsb,en,ev/Dynamis - Valkurm
306,evsb,en,ev/Dynamis - Buburimu
307,evsb,en,ev/Dynamis - Qufim
308,evsb,en,ev/Dynamis - Tavnazia
309,evsb,en,ev/Diorama Abdhaljs-Ghelsba
310,evsb,en,ev/Abdhaljs Isle-Purgonorgo
